,fuzz_locations,fuzzed
32732,f&finchdenesquare,finchdenesq
32733,eondonm&wynford,wynford
32734,greenhome&markham,markham
32735,concordplace&wynf,concordeplwest&wynford
32736,donm&duncanmills,duncanmill
32737,hilldale&yonge,yonge
32738,lawrence&morningd,lawrenceeast&morningdew
32739,kennedy&shepppard,kennedy
32740,bellamy&ellesmers,bellamynorth&ellesmere
32741,farm&victoriapark,peard&victoriapark
32742,dvictoriapark&highway401,victoriapark
32743,meig&victoriapark,meighen&victoriapark
32744,lexin&martingrove,martingrove
32745,newf&princessgate,aines
32746,ener&princessblvd,aines
32747,canada&manitoba,grand&manitobasouth
32748,eglintonwest&kane,eglintonwest&jane
32749,turtleisland&varn,island
32750,turtleislan&varna,ranee&varna
32751,mountple&stclair,birchmountwest&claireast
32752,dockside&queensqu,dockside&queensquayeast
32753,felbrigg&yonge,yonge
32754,hotswade&pharmacy,pharmacy
32755,donmills&stdenni,donmills
32756,hwy427ramp&jetli,leslie
32757,moynes&queensway,morgan&thequeensway
32758,arrow&steeles,arrow
32759,signalhill&steinw,einwayblvdnorth&signalhill
32760,ellesmere&morris,ellesmere&morrish
32761,queensway&royalyo,royalyork
32762,creamtop&dupont,dupont
32763,royalyork&trehorn,royalyork&trehorne
32764,commissioners&lake,commissioners&logan
32765,danesbur&glencairn,danesbury&glencairn
32766,hearth&kingston,kingston
32767,cedarville&lumsden,gledhill&lumsden
32768,kipling&vikinglan,kipling
32769,northwestgate&ste,eeleswest&northwestg&eeast
32770,peterkais&steeles,peterkaiserg&e&eeleswest
32771,front&theesplanad,lowersherbourne&theesplanade
32772,cant&theeastmall,keane&theeastmall
32773,overlea&thornclife,overleablvd&thorncliffepark
32774,shaughnes&sheppard,shaughnessyblvd&sheppardeast
32775,islington&westhamp,islington
32776,beechgrov&kingston,beechgrove&kingston
32777,millwood&sutherlan,millwood&sutherland
32778,highway27&queens,highway&queen'spl&e-woodbinecentre
32779,toddbay&trethewey,trethewey
32780,northbon&stclair,danforth
32781,blackcreek&trethe,trethewey
32782,brookbanks&underhi,brookbanks&underhill
32783,valley&yorkmills,yorkmills
32784,canada&princes'bl,aines
32785,eglinton&ferrand,eglintoneast&forman
32786,parliame&wellesley,parliament&wellesleyeastsouth
32787,la&thedonwaywest,lawrenceeastnorth&thedonwaywest
32788,martingrove&rexda,martingrove
32789,alemeda&eglinton,caledonia&eglintonwest
32790,huntingwood&midlan,huntingwood&midland
32791,millwoo&sutherland,millwood&sutherland
32792,arrowroad&jane,arrow
32793,kipling&namco,kipling
32794,parliement&wellesl,parliament&wellesleyeastsouth
32795,chaplin&oriolepar,chaplincres&oriolepkwy
32796,ianmacdonald&otta,ianmacdonaldblvd&thechimneystack
32797,kingstonrd&scarbo,kingston
32798,kingstonroad&scar,kingston
32799,ormsirk&southport,southport
32800,dufferin&janeosle,dufferin&janeoslerblvd-yorkdaleshoppingcentre
32801,avon&weston,weston
32802,pemberton&yonge,yonge
32803,mccowa&middlefield,mccowan&middlefield
32804,bathurst&finchno,b&hurst&finchwest
32805,brimley&gullydr,brimley&gully
32806,birchmount&bonnie,birchmount&bonis
32807,vanhorn&victoriap,vanhorne&victoriapark
32808,lawrenceavew&lor,lawrencewest&lorindaleeast
32809,finch&fourwinds,finch&ion
32810,dufferin&martinro,dufferin&martinross
32811,jarvis&wellesely,jarvis&wellesleyeast
32812,sheppardno&yonge,yonge
32813,highway27&queen's,highway&queen'spl&e-woodbinecentre
32814,kipling&northquee,kipling&northqueen
32815,lawrece&scarboroug,lawrenceeast&scarboroughgolfclub
32816,kipling&taberno,kipling&taber
32817,callender&queen,college&queen'spark-queen'spark&ion
32818,lawrenceavee&tow,lawrenceeast&tower
32819,do&thedonwayeast,donmills&thedonwayeast
32820,crowtrail&sewells,crowtrail&horseleyhill
32821,cul-de-s&ellesmere,ellesmere
32822,berkley&dundas,beverley&dundaswest
32823,drewry-cactus&pe,cactus
32824,clearview&threthew,trethewey
32825,bay&queensquayn,bay&queensquaywestnorth-jacklaytonferryterminal
32826,coxwell&danfortha,coxwell&danforth
32827,belfied&kipling,kipling
32828,lloydmanor&prince,lloydmanor&princessmargaretblvd
32829,dundas&oldoakdr,dundaswest&oldoakeast
32830,foxwell&york,foxwell&scarletteast
32831,batavia&stclair,britannia&clairwest
32832,richgro&willowdale,richgrove&willowridge
32833,bathurst&nassau,b&hurst&nassau-torontowesternhospital
32834,chaplin&eginton,chaplincres&eglintonwest
32835,finchnof&warden,warden
32836,jane&stjohnnof,jane
32837,crowtrail&nailson,crowtrail&neilson
32838,consumers&victoria,consumers
32839,dupont&edwn,dupont
32840,berkeley&queen,keele
32841,airport&hullst,airport&hull
32842,castlemore&thebri,castlemore&thebridlewalk
32843,runnymede&st.clai,runnymede&ion-eastboundpl&form
32844,eastdaleave&goodw,eastdale&goodwoodparkcresnorth
32845,atlanticave&liber,atlantic&liberty
32846,lawrence&royalyor,lawrencewest&royalyork
32847,bathurst&edinburgh,b&hurst&reiner
32848,springgr&stclair,clair&ion
32849,bathurst&soiuthbou,b&hurst&southbourne
32850,georgemack&weston,weston
32851,morningside&oldfi,morningside&oldfinch
32852,bayview&flemming,bayview
32853,oldyorkmills&yon,yorkmills
32854,arleta&tina,arleta&tinacrt
32855,gradravine&keele,grandravine&keele
32856,bridesburgd&dixon,dixon
32857,parklane&post,parklanecir&post
32858,upperhighland&yor,upperhighlandcres&yorkmills
32859,theque&windermere,windermere
32860,donmills&havenbro,donmills
32861,leland&royalyork,royalyork
32862,cale&glencairnave,caledonia&glencairn
32863,chim&ianmacdonlad,ianmacdonaldblvd&thechimneystack
32864,donmi&donwayeast,donmills&thedonwayeast
32865,barmac&sofsteele,keele
32866,onta&princes'blvd,aines
32867,goodshep&lawrence,goodshepherdcrt&lawrencewest
32868,crowtrail&tapscot,crowtrail&tapscott
32869,chaplinc&eglinton,chaplincres&eglintonwest
32870,concor&concordepl,concordepl&concordeplculdesac
32871,finch&wofkipling,kipling
32872,caledonia&glecairn,caledonia&glencairn
32873,queen'squay&richa,queensquayeast&richardson
32874,brimleyr&eglinton,brimley
32875,productio&progress,production&progress
32876,newgalegate&tapsc,tapscott
32877,kipling&newtoront,kipling&newtoronto
32878,dundaswest&pacifi,dundaswest&pacific
32879,ellesmere&yonge,yonge
32880,oldyon&yorkmills,oldyonge&yorkmills
32881,avenue&oaklands,davean
32882,martingrove&ronso,martingrove&ronson
32883,bloem&dufferin,dufferin
32884,burnhamtho&hwy427,burnhamthorpe&holloway
32885,freela&queensquay,freeland&queensquayeast
32886,kipling&standrew,kipling
32887,crowtrain&neilson,crowtrail&neilson
32888,highwa&highway427,finchwest&highway
32889,mclevin&morningsid,mclevin&morningside
32890,jane&sanromanoway,jane
32891,newfoundla&princes,aines
32892,upperh&yorkmills,yorkmills
32893,blossomfield&flemm,blossomfield&flemington
32894,jane&shappard,jane
32895,bayview&foresthei,bayview
32896,commissioners&saul,commissioners&saulter
32897,dawes&goodwoodpa,dawes&goodwoodparkcrt
32898,danforthroad&midl,danforth
32899,carla&commissioner,carlaw&commissioners
32900,roya&thequeensway,loma&thequeensway
32901,law&mountpleasant,eglintoneast&mountpleasant
32902,lawren&mtpleasant,lawrencecres&mtpleasant
32903,dundassout&yonge,yonge
32904,coxw&lowergerrard,coxwell&lowergerrardeast
32905,fennav&yorkmills,fenn&yorkmills
32906,victori&yorkmills,yorkmills
32907,bayvieew&steeles,bayview
32908,eglinton&gilderdr,eglintoneast&gilder
32909,dockside&queen'sq,dockside&queensquayeast
32910,donmill&vanhorne,donmills&vanhorne
32911,bathurst&hwy401,b&hurst&ewry
32912,dundas&sherboune,dundaseast&sherbourne
32913,mcnairn&yongeblvd,yonge
32914,lawre&thedonwayw,lawrenceeast&thedonwaywest
32915,donmil&thedonway,donmills&thedonwayeast
32916,howardmos&steeles,keele
32917,deauville&stdenni,dennis
32918,chaplin&roselawan,chaplincres&roselawn
32919,culford&georgeand,culford
32920,catal&morningstar,cambrett&morningar
32921,celtave&dufferin,claver&dufferin
32922,peterkaiser&steel,peterkaiserg&e&eeleswest
32923,br&majormackenzie,glenbournepark&majormackenzieeast
32924,blyhwood&yonge,blythwood&yonge
32925,bermac&steeles,barmac&eeleswestsouth
32926,elmhurst&genthorne,elmhurst&genthorn
32927,bathurst&cranbrook,maybrook
32928,queensway&theeast,thequeensway&thewestmall
32929,ma&westhumberblvd,martingrovenorth&westhumberblvd
32930,shadlocks&steeles,keele
32931,allenfo&birchmount,birchmount
32932,queensquay&richar,queensquayeast&richardson
32933,craigton&stclair,arlington&clairwest
32934,nor&stclairavee,clair&jane
32935,springgarde&yonge,yonge
32936,lawrenceavee&ort,lawrenceeast
32937,oldfinch&tapscott,tapscott
32938,lawrence&woodcliff,lawrenceeast&woodcliffplwest
32939,sergiom&torbarrie,torbarrie
32940,maclennon&summerhi,maclennan&summerhill
32941,queen's&sherbourne,sherbourne
32942,martin&westhumber,martingrove&westhumberblvd
32943,lakehore&parkside,geoffrey&parkside
32944,islington&weston,weston
32945,jane&threthwey,jane&trethewey
32946,burnhamthorpe&kipl,burnhamthorpe&kipling
32947,hwy27&queen'spla,highway&queen'spl&e-woodbinecentre
32948,donwood&yonge,yonge
32949,doncliffeloop&gle,doncliffeloop&glenecho
32950,billington&dundas,islington
32951,albion&elmhurt,albion&elmhurst
32952,hepbourn&ossington,hepbourne&ossington
32953,wind&windermerepl,windermere
32954,kipling&thewestw,kipling&thewestway
32955,gord&victoriapark,peard&victoriapark
32956,humber&olddundas,humberhill&olddundas
32957,bamburghci&warden,bamburghcir&warden
32958,caldeonia&lawrence,caledonia&lawrencewest
32959,goreway&morningsta,goreway&morningar
32960,ellesmere&meadowvi,ellesmere
32961,shappard&warden,warden
32962,scunhorpe&sheppard,scunthorpe&sheppardeast
32963,bloor&thewestmal,bloorwest&thewestmall
32964,dundaswest&kennet,dundaswest
32965,donmills&ficnh,donmills
32966,harvie&wilson,wilson
32967,college&stclarens,college&lansdowne
32968,saulrter&villers,cherry&villiers
32969,ferrand&windom,bertrand&warden
32970,conc&concordplace,concordepl&concordeplculdesac
32971,dunbar&elm,bay&elm
32972,peterkiser&steeles,peterkaiserg&e&eeleswest
32973,steles&warden,warden
32974,bridletownc&finch,bridletownecircle&fincheast
32975,12thstr&lakeshore,horner
32976,hwy427&sof401,ewry
32977,lawrence&sttots,lawrenceeast&ottster
32978,carlingview&renfor,carlingview&renforth
32979,steeles&villagegat,eeleswest&villageg&e
32980,johngarland&mosqu,johngarlandblvd&mosquecres
32981,blackhawk&steeles,keele
32982,milliken&passmore,passmore
32983,ancroft&sherbourne,sherbourne
32984,danforthrd&macka,danforth
32985,danforthav&warden,danforth&warden
32986,bayveiw&cummer,bayview&cummer
32987,brimle&kingstonrd,brimley&kingston
32988,keele&regis,keele&regiscresnorth
32989,gateway&grenobled,ewry
32990,silverdalecres&yo,silverdalecres&yorkmillssouth
32991,el&millitarytrail,conlinsnorth&militarytrail
32992,sho&shorehamdrive,shoreham&shorehamcrt
32993,militarytrail&mor,militarytrail&panam
32994,lawrence&parklane,lawrenceeast&parklanecir
32995,duffe&saskatchewan,dufferin
32996,deanpar&meadovale,deanpark&meadowvale
32997,eastliberty&strac,eastliberty&rachan
32998,bayview&thebridle,bayview&thebridlep&h
32999,altamount&finch,norfinch
33000,castlefi&dufferin,castlefield&dufferin
33001,henreitt&runnymede,henrietta&runnymede
33002,indus&mountdennis,dennis
33003,bloor&thekingsway,bloorwest&thekingsway
33004,chaplain&tarlton,chapman&scarlett
33005,lawrence&scarbroug,lawrenceeast
33006,silverdale&yorkmil,silverdalecres&yorkmills
33007,eglinton&southser,eglintoneast&sutherland
33008,dundasw&ossington,dundaswest&ossington
33009,gerryfitgerald&st,dufferinwest&gerryfitzgerald
33010,farraven&kipling,kipling
33011,lawrence&orchardp,lawrenceeast&ortonpark
33012,she&wilsonheights,wilson
33013,militarytrail&uni,militarytrail&universityoftorontoscarborough
33014,chaplincres&russe,chaplincres
33015,gorew&moriningstar,goreway&morningar
33016,eglinton&widdlicom,eglinton&ion
33017,hwy&queen'splate,highway&queen'spl&e-woodbinecentre
33018,burnhamthorpe&west,burnhamthorpe
33019,kennedy&williamki,kennedy
33020,chicheste&sheppard,chichesterpl&sheppardeast
33021,steeles&villagega,eeleswest&villageg&e
33022,oldfind&valleyce,oldfinch&valleycentrewest
33023,commonwea&eglinton,eglintoneast
33024,brenyonw&sheppard,brenyonway&sheppardeast
33025,kipl&thequeensway,kipling&thequeensway
33026,humberwood&upperh,humewood&vaughan
33027,kenher&weson,kenhar&weston
33028,la&thebridlepath,bayview&thebridlep&h
33029,chuch&yonge,church&yonge
33030,calendon&glencairn,caledonia&glencairn
33031,caledoina&lawrence,caledonia&lawrencewest
33032,bellfiel&brockport,belfield&brockport
33033,bayview&stleonard,bayview
33034,berkeley&nicholson,wilson
33035,brenyor&sewells,brenyonway&sewells
33036,calendonia&rogers,caledonia&rogers
33037,frankdal&greenwood,felstead&greenwood
33038,meadowvale&oldfin,meadowvale&zoo
33039,carrier&wilson,wilson
33040,otonabe&willowdale,otonabee&willowdale
33041,canadabl&manitoba,grand&manitobasouth
33042,ianmacdonald&nort,ianmacdonaldblvd&thechimneystack
33043,chetta&dixon,chettapl&dixon
33044,rockcliffe&terry,rockcliffeblvd-rockcliffemiddleschool
33045,dundas&indiangrov,dundaswest&indiangrove
33046,yorkmills&yorkri,yorkmills&yorkridge
33047,glenburn&stclair,b&hurst
33048,dupl&eglintonwest,duplex&eglintonwest
33049,lawson&witcheyrd,lawson
33050,birchmount&vauxhal,birchmount&vauxhall
33051,sunnybrae&weston,weston
33052,dynevor&eglinton,dynevor&eglintonwest
33053,royalyork&yorkvi,royalyork&yorkview
33054,eglinton&glenonle,eglintonwest&glenholme
33055,clende&dundaswest,clendenan&dundaswest
33056,mtpleasant&roeham,mtpleasant&he&heast
33057,sunr&victoriapark,esquire&victoriapark
33058,oromont&weston,ormont&weston
33059,how&northwestgate,eeleswest&northwestg&eeast
33060,dinch&finchdene,finchdenesq&finchdenesq
33061,mtcastlegate&ste,eeleseast&mountcastleg&e
33062,bathurst&genwin,b&hurst&glencairn
33063,keele&sheppardno,keele
33064,johngarland&marti,johngarlandblvd&martingrove
33065,freshmead&townsend,freshmeadow&townsend
33066,atlantic&eastlibe,atlanticeast&liberty
33067,d&gerryfitzgerald,dufferinwest&gerryfitzgerald
33068,culford&woolton,culford&wooltoncresnorth
33069,dundasw&islington,dundaswest&islington
33070,jubliee&weston,weston
33071,elemhurst&islingto,elmhurst&islington
33072,dundasstw&indian,dundaswest
33073,davisv&mtpleasant,davisville&mtpleasant
33074,hardening&jane,harding&jane
33075,danforth&leighton,danforth
33076,haslett&kingston,kingston
33077,garydr&wendell,gary&wendell
33078,markham&tapscot,markham
33079,mtpleasant&teddin,mtpleasant&teddingtonpark
33080,oldkingston&watso,kingston
33081,emmette&verona,emmett&verona
33082,bathurst&ridge,b&hurst&elmridge
33083,highway27&rexdale,highway&warden
33084,donmi&greshmeadow,donmills&freshmeadow
33085,grenobl&spanbridte,grenoble&spanbridge
33086,kemmedu&steeles,keele
33087,step&thequeensway,ephen&thequeensway
33088,cougarcou&markham,markham
33089,canadablvd&manito,clansmanblvd&mcnicoll
33090,marlee&viewmont,marlee&viewmount
33091,lairde&wickstead,laird&wicksteed
33092,donmills&premier,donmills&premierdavisblvd-senecacollege
33093,jane&thethewey,jane&trethewey
33094,lakesh&sherbourne,sherbourne
33095,woodbine&woodbine,columbine&woodbine
33096,steeleslo&warden,warden
33097,donm&fenelonloop,dixon
33098,mcnicholl&placer,mcnicoll&placercrt
33099,bellam&kingstonrd,kingston
33100,morningview&oldfi,morningside&oldfinch
33101,ellesme&yorkmills,yorkmills
33102,al&humberlineloop,albion&humberlineloop
33103,hunt&victoriapark,ion&victoriapark
33104,mornigside&nightst,morningside
33105,donmills&wybford,donmills&wynford
33106,advanced&kipling,advance&kipling
33107,kipling&thequeens,kipling&thequeensway
33108,edengar&flemington,kingston
33109,sh&sherwaygardens,sherwaygardens&sherwayg&ewest
33110,&humberwoodloop,humberwoodblvd&pinecone
33111,arrow$jan&finch,arrow
33112,sherbour&wellesley,sherbourne&wellesleyeast
33113,homewood&wellesley,leslie
33114,rosedean&sheppard,rean&sheppardeast
33115,ellesmere&malrham,ellesmere&markham
33116,danforthav&emmett,danforth
33117,duncanm&islington,islington
33118,lawrenc&srtarspray,lawrenceeast
33119,donm&freshmeadown,donmills&freshmeadow
33120,galloway&guildwood,galloway&guildwoodpkwy
33121,anti&donlakegate,jane
33122,clairev&humberline,claireville&humberline
33123,eglintonjus&yonge,yonge
33124,finc&newgalegate,finch&ion
33125,cneloop&manitoba,exhibitionloop&manitoba
33126,humbercollege&joh,humbercollegeblvd&humberlinesouth
33127,lawrence&viabagna,lawrencewest&viabagn&o
33128,keele&thepondroa,keele
33129,kiplinglo&steeles,kipling
33130,jane&miloparkdr,jane
33131,morning&yorkmills,yorkmills
33132,rath&thewestmall,bloorwestnorth&thewestmall
33133,greencres&lawrence,greer&lawrencewest
33134,elva&victoriapark,deanvar&victoriapark
33135,coxwell&eastwoodr,coxwell&eastwood
33136,dundasw&runnymede,dundaswest&runnymede
33137,eglinton&short,eglintoneast
33138,markham&passomore,markham&passmore
33139,morningvie&sewells,morningside&sewells
33140,caledonia&playfare,caledonia&playfair
33141,bloor-sout&yonge,yonge
33142,cherrystr&eastern,ewry
33143,highvi&kingstonrd,kingston
33144,eglinto&spanbridge,grenoble&spanbridge
33145,markam&passomore,markham&passmore
33146,florence&stclair,clair&ion
33147,finch&gordenbaker,gordonbaker
33148,bridgeland&caldoni,bridgeland&caledonia
33149,murrayro&sentinel,murrayrosspkwy&sentinel
33150,ba&yorkmillsblvd,yorkmills
33151,eglinton&westover,eglintonwest
33152,markway&steeles,keele
33153,lawr&turtleisland,island
33154,bolinbrok&lawrence,bolingbroke&lawrencewest
33155,passmore&statecro,passmore
33156,greenwinvillage&s,greenwinvillage&reg&tacres
33157,donwaywe&lawrence,ion&lawrence
33158,theesplanade&yong,theesplanade&yonge
33159,eglinton&oriolepa,eglintonwest&oriolepkwy
33160,the&thequeensway,ephen&thequeensway
33161,islington&thewes,islington
33162,bathurst&milnerga,milner
33163,sheppard&yates,sheppardeast
33164,mormnings&sheppard,morningside&sheppardeast
33165,con&militarytrail,kingston&militarytrail
33166,lawren&westonroad,weston
33167,bellemy&ellesmere,ellesmere
33168,albion&irwinrd,albion
33169,dufferin&prince's,dufferin
33170,dufferin&princes',dufferin
33171,northgate&wlson,wilson
33172,bayview&sunnydene,bayview
33173,birchmount&winterm,birchmount
33174,eglintons&weston,eglintonwest&weston
33175,dufferinw&steeles,dufferin
33176,dufferin&dundaswe,dufferin&dundaswest
33177,gernoble&spanbridg,grenoble&spanbridge
33178,ellesmere&rtstati,ellesmere
33179,broadview&gowan,broadview
33180,princearthur&stg,b&hurst
33181,hepbour&osssington,hepbourne&ossington
33182,eglinotn&sloane,eglintoneast&sloane
33183,heath&spadina,dundaswestnorth&spadina
33184,lakeshore&york,lakeshoreblvdwest&parklawn
33185,coronation&wallsen,coron&ion&wallsend
33186,bau&bloor,bay&bloorwest-bay&ion
33187,huntingwo&pharmacy,huntingwood&pharmacy
33188,lawrence&mtpleasa,lawrencecres&mtpleasant
33189,flemington&stockto,flemington&ockton
33190,hi&majormackenzie,majormackenzieeast&thebridlewalk
33191,culdes&ellesmere,ellesmere
33192,eglinton&heddingto,eglintonwest&heddington
33193,brimley&progess,brimley&progress
33194,confere&portunion,conferenceblvd&portunion
33195,southwo&williamson,southwood&williamson
33196,concordep&wynford,wynford
33197,signethill&steele,keele
33198,barkdeneh&brimley,brimley
33199,calvington&forthbr,calvington&forthbridgecres
33200,bedf&princearthur,berry&princeedwardsouth
33201,charl&queen'spark,queen'spark&charleswestnorth-museum&ion
33202,martingrov&steels,martingrove
33203,queen&tecumesth,queenwest&tecumseth
33204,dufferin&kingsou,dufferin
33205,strathmore&woodbin,sammon&woodbine
33206,grenwinvi&steeles,keele
33207,birchmount&comstoc,birchmount&comstock
33208,grenwinvillage&st,greenwinvillage&b&hurst
33209,meadowva&oldfinch,norfinch
33210,keele&wilison,keele&wilson
33211,transitroa&wilson,transit&wilson
33212,dalesfo&royalyork,dalesford&royalyork
33213,dufferin&eversfiel,dufferin&eversfield
33214,duferin&noflawre,dufferin
33215,mill&rathbourn,mill&r&hburnloop
33216,clareville&hudders,claireville&huddersfield
33217,dufferin&glenlong,dufferin
33218,littles&sewella,littles&sewells
33219,delaware&dupont,dupont
33220,donm&thedonwaye,donmills&thedonwayeast
33221,birchclif&kingston,birchcliff&kingston
33222,northhumberland&os,ossington&northumberland-ossington&ion
33223,sheppardn&weston,weston
33224,carl&international,carlaw
33225,atria&sheppard,greenbriar&sheppardeast
33226,finch&finchene,finch&ion
33227,hickoryt&lawrence,hickorytree&lawrencewest
33228,moringside&runnyme,morningside&runnymede
33229,bonisso&kennedy,bonissouth&kennedy
33230,kiplin&steelsloop,kipling
33231,eglintonw&westove,eglintonwest&weston
33232,cordova&maybel,cordova
33233,fleet&strachen,fleet&rachan
33234,adalaide&universit,oakdale
33235,eglinto&mtplesant,eglintoneast&mtpleasant
33236,northqu&queensway,northqueen&thequeensway
33237,brimorton&dalehurs,brimorton&dalehurst
33238,rougeriv&sheppard,rougeriver&sheppardeast
33239,caldonia&stclair,caledonia
33240,eglinton&jonesvill,eglinton&ion
33241,bayeofba&front,ormont
33242,richmon&university,elm&universityeast
33243,culdesac&ellesme,ellesmere
33244,bayw&wellington,bay&wellingtonwest
33245,victoriapark&wake,victoriapark&wakehoodsouth
33246,carmichael&leslie,leslie
33247,birchwo&yorkmills,birchwood&yorkmills
33248,davean&dunlece,davean&dunlace
33249,canada&princes,aines
33250,dundas&thekingswa,dundaswest&thekingsway
33251,dashwo&thistledown,dashwoodcres&thistledownblvd
33252,crossla&reddinsrd,crosland&reddins
33253,kingstonr&mainst,kingston
33254,overlea&willammor,overleablvd&williammorgan
33255,avenue&glengrove,caledonia&glengrove
33256,bathurst&wilsons,wilson
33257,highlan&roxborough,highland&roxborougheast
33258,chesham&heathrow,chesham&he&hrow
33259,lochniv&yorkmills,yorkmills
33260,burnamthorpe&thee,burnhamthorpe&theeastmalleast
33261,norm&steeles,keele
33262,novascotia&prince,rankincres
33263,kingston&muir,kingston
33264,bickerto&vanhorne,bickertoncres&vanhorne
33265,an&majormackenzie,majormackenzieeast&thebridlewalk
33266,spar&victoriapark,sparks&victoriapark
33267,keele&vineaven,keele
33268,eglintonsquare&vi,eglinton&ion
33269,goldberry&lawrence,goldberrysq&lawrenceeast
33270,roughriv&sheppard,rougeriver&sheppardeast
33271,lawrence&pinestre,lawrencewest&pine
33272,chapline&duncanon,chaplincres&duncannon
33273,martingrov&steele,martingrove&sedgeley
33274,williamcars&yonge,yonge
33275,queensquay&sherbo,queeneast&sherbourne
33276,eglinotn&emmett,emmett
33277,claudius&ellesmere,ellesmere
33278,lebos&mcnicoll,mcnicoll
33279,goter&yorkdalerd,oakdale
33280,st.clair&walmer,clair&jane
33281,andgerrard&carlaw,carlaw
33282,attwelldrive&disc,attwell
33283,boultbeeave&jones,boultbee&jones
33284,convair&rienforth,convair&renforth
33285,bay&grenville,bartonvillewest&weston
33286,spadna&stclair,spadina&sullivannorth
33287,inni&victoriapark,ion&victoriapark
33288,bellamy&benleigh,bellamynorth&benleighsouth
33289,martingrove&westm,martingrove
33290,belvidere&oakwood,clairwest&oakwood
33291,colebeck&jane,colbeck&jane
33292,richmon&sherbourne,sherbourne
33293,baywoo&royalcrest,highway&royalcrest
33294,lawren&thedonway,lawrenceeast&thedonwayeast
33295,keele&senecaave,keele
33296,kiping&steeles,kipling
33297,dufferin&fimch,dufferin
33298,atalantic&king,atlantic&kingwest
33299,freshmeadow&townse,freshmeadow&townsend
33300,castlewoo&eglinton,castleknock&eglintonwest
33301,knightsbr&pharmacy,pharmacy
33302,gloucheste&oakwood,eglintonwest&oakwood
33303,adelaid&sherbourne,sherbourne
33304,bonny&queen'squay,bay&queensquaywestnorth-jacklaytonferryterminal
33305,culde&ellesemere,ellesmere
33306,queen&shawwesto,weston
33307,crescent&pleasant,crescent&mtpleasant
33308,canada&princes',aines
33309,queensway&stlawre,thequeensway&wesley
33310,morningstar&nights,morningside
33311,elmhurst&hintonrd,elmhurst&hinton
33312,ianmacdonald&stee,ianmacdonaldblvd&thechimneystack
33313,h&woodbineheights,hackberry&woodbineheightsblvd
33314,newfoudlan&princes,aines
33315,avenueroad&davenp,davean
33316,starviewla&weston,weston
33317,docksidedrive&kna,dockside&queensquayeast
33318,lawrence&trehorne,horner
33319,davisvile&mtpleas,davisville&mtpleasant
33320,mor&whitewaycourt,ewry
33321,apdina&harbord,grace&harbord
33322,malverng&shappard,malvern&sheppardeast
33323,finchave&oakdale,oakdale
33324,front&portland,grand&portland
33325,kingstonroa&queen,kingston
33326,jane&powell,jane
33327,lakeshore&royaly,horner
33328,morningside&starvi,morningside
33329,northga&wilsonave,wilson
33330,albany&bloor,bay&bloorwest-bay&ion
33331,donm&freshmeadows,donmills&freshmeadow
33332,bathurst&greenvil,b&hurst&greenwinvillage
33333,427&burnamthopexi,burnhamthorpe
33334,humberline&viewcre,humberline&viewcrestcireast
33335,oldyoun&yorkmills,oldyonge&yorkmills
33336,law&starsprayloop,lawson
33337,brim&kingstonroad,kingston
33338,gambel&grandravine,grandravine
33339,auburnav&dufferin,auburn&dufferin
33340,donm&freashmeadow,donmills&freshmeadow
33341,sheppar&wilmington,sheppardwest&wilmington
33342,dufferin&halem,dufferin
33343,16&highparkstation,highpark&ion
33344,annette&indiangro,annette&indianroadcres
33345,albio&thistledown,albion&thistledownblvd
33346,brookhav&tretheway,brookhaven&trethewey
33347,lawrence&ralphea,lawrencewest&ralphwest
33348,bathrust&hospur,b&hurst&woburn
33349,canmore&morish,grantown&morrish
33350,cul-de-&elllesmere,ellesmere
33351,crescent&mountple,crescent&mtpleasant
33352,crescentrd&south,crescent&south
33353,directorc&steeles,keele
33354,clairville&humberl,claireville&humberline
33355,danforth&luttrell,danforth
33356,braecrest&thewest,broughamcres&thewestway
33357,kingston&queensbur,kingston&queensbury
33358,blackcreek&trethw,trethewey
33359,rathburn&thewest,r&hburn&thewestmall
33360,newwestmi&steeles,newwestminster&westpromenade
33361,neilson&oakmedow,neilson&oakmeadowblvd
33362,cooksrd&sentinel,cook&sentinel
33363,egl&victioriapark,victoriapark
33364,singalhill&steinw,ingram
33365,donmills&o'conner,donmills
33366,crowtr&neilsonrd,crowtrail&neilson
33367,concorde&mcdonalds,concordepl&mcdonald'spl
33368,fortyth&lakeshore,fortieth&lakeshoreblvdwest
33369,birchmount&canadia,birchmount&canadian
33370,lawrence&stoneycr,lawrenceeast&townley
33371,p&woodbineheights,hackberry&woodbineheightsblvd
33372,dunda&roncesvalles,dundaswest&roncesvalles
33373,princess&theespla,princess&theesplanadenorth
33374,danforth&dewhurst,danforth
33375,maclenn&summerhill,maclennan&summerhill
33376,bedford&princeart,bedford&dupont
33377,fordov&morningside,fordover&morningside
33378,overle&thorncilffe,overleablvd&thorncliffepark
33379,antler&wallace,alliance
33380,espland&sherbourne,sherbourne
33381,birc&danforthroad,danforth
33382,martin&thewestway,martingrove&thewestway
33383,martingrove&thewe,martingrove
33384,cobber&driftwood,cobblercres&iftwood
33385,morningsid&steeles,morningside&sewells
33386,burnhamthorpe&the,burnhamthorpe&theeastmalleast
33387,royalyo&treehorne,royalyork&trehorne
33388,massie&shppeard,massiewest&sheppardeast
33389,427&weston,weston
33390,ma&majormackenzie,majormackenzieeast&thebridlewalk
33391,armadale&jane,jane
33392,humberline&humberw,humberline&humberwoodblvd
